number,title,state,created_at,closed_at,cycle_time_hours,labels,is_task_issue,task_subtype,cobbler_run_id,is_problem_report,is_recurring,target,body_length
5023,"analysis: economics charts (cost trends, cache efficiency, per-utility, per-release)",CLOSED,2026-05-08T15:59:37+00:00,2026-05-08T22:26:10+00:00,6.4425,enhancement,False,,,False,False,,2768
5022,analysis: extract per-requirement specification metadata into specs.csv,CLOSED,2026-05-08T15:59:18+00:00,2026-05-08T21:14:54+00:00,5.26,enhancement,False,,,False,False,,2880
5021,analysis: extract GitHub issues and pull requests into issues.csv and prs.csv,CLOSED,2026-05-08T15:58:58+00:00,2026-05-08T21:06:25+00:00,5.1242,enhancement,False,,,False,False,,2574
5020,analysis: recover Feb-Mar transcripts from git and extract per-tool-call data,CLOSED,2026-05-08T15:58:42+00:00,2026-05-08T17:26:08+00:00,1.4572,enhancement,False,,,False,False,,5001
5019,analysis: derive task_attempts.csv and utilities.csv from tasks.csv,CLOSED,2026-05-08T15:58:09+00:00,2026-05-08T16:52:23+00:00,0.9039,enhancement,False,,,False,False,,3237
5018,analysis: extract per-run aggregates and report metadata into runs.csv and runs.yaml,CLOSED,2026-05-08T15:57:49+00:00,2026-05-08T16:43:52+00:00,0.7675,enhancement,False,,,False,False,,3954
5017,analysis: setup workspace and extract per-task commit data into tasks.csv,CLOSED,2026-05-08T15:57:07+00:00,2026-05-08T16:31:25+00:00,0.5717,enhancement,False,,,False,False,,4830
5016,"[measure] pkg/encutil: Decode and OpenInput (srd088-encutil R2.2-R2.3, R3.1-R3.2)",CLOSED,2026-04-19T17:14:38+00:00,2026-05-13T19:44:40+00:00,578.5006,cobbler-gen-generation-gh-4994-run43,True,measure,generation-gh-4994-run43,False,False,pkg/encutil,2058
5015,"[stitch] pkg/encutil: EncoderConfig and Encode (srd088-encutil R1.1-R1.3, R2.1)",CLOSED,2026-04-19T17:14:37+00:00,2026-05-13T19:44:38+00:00,578.5003,cobbler-ready;cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/encutil,2337
5014,"[stitch] pkg/sizeparse: ParseWithOptions and error handling (srd087-sizeparse R2.1-R2.2, R3.1-R3.2)",CLOSED,2026-04-19T17:14:36+00:00,2026-05-13T19:44:36+00:00,578.5,cobbler-in-progress;cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/sizeparse,2083
5013,[stitch] pkg/sizeparse: core Parse and suffix table (srd087-sizeparse R1.1-R1.4),CLOSED,2026-04-19T17:14:35+00:00,2026-04-19T17:16:44+00:00,0.0358,cobbler-ready;cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/sizeparse,2170
5012,[measure] generation-gh-4994-run43 #5012,CLOSED,2026-04-19T17:12:35+00:00,2026-04-19T17:14:52+00:00,0.0381,cobbler-gen-generation-gh-4994-run43,True,measure,generation-gh-4994-run43,False,False,,157
5011,"[stitch] pkg/sys: OnTerminalResize and signal handling (srd002-sys R2.6, R3.1-R3.3)",CLOSED,2026-04-19T15:47:37+00:00,2026-04-19T17:12:28+00:00,1.4142,cobbler-ready;cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/sys,2676
5010,[stitch] pkg/sys: IsTerminal and terminal query operations (srd002-sys R2.2-R2.5),CLOSED,2026-04-19T15:47:36+00:00,2026-04-19T17:01:04+00:00,1.2244,cobbler-ready;cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/sys,2212
5009,"[stitch] pkg/sys: extended file metadata error handling and TerminalWidth (srd002-sys R1.5-R1.7, R2.1)",CLOSED,2026-04-19T15:47:35+00:00,2026-04-19T16:14:54+00:00,0.4553,cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/sys,2396
5008,[stitch] pkg/sys: FileInfo struct population and Stat/Lstat core (srd002-sys R1.1-R1.4),CLOSED,2026-04-19T15:47:34+00:00,2026-04-19T16:13:01+00:00,0.4242,cobbler-ready;cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/sys,2900
5007,[measure] generation-gh-4994-run43 #5007,CLOSED,2026-04-19T15:44:08+00:00,2026-04-19T15:47:51+00:00,0.0619,cobbler-gen-generation-gh-4994-run43,True,measure,generation-gh-4994-run43,False,False,,157
5006,"[stitch] pkg/sys: FileInfo, Stat, Lstat, TerminalWidth, IsTerminal, InstallSIGPIPEHandler, OnTerminalResize contract stubs (srd002-sys)",CLOSED,2026-04-19T15:37:08+00:00,2026-04-19T15:44:02+00:00,0.115,cobbler-ready;cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/sys,2790
5005,[stitch] pkg/testutils: test execution helpers (srd001-testutils R5.1-R5.2),CLOSED,2026-04-19T15:37:07+00:00,2026-04-19T15:43:03+00:00,0.0989,cobbler-ready;cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/testutils,1542
5004,"[stitch] pkg/testutils: comparison and normalization features (srd001-testutils R3.2, R3.4-R3.6)",CLOSED,2026-04-19T15:37:06+00:00,2026-04-19T15:41:17+00:00,0.0697,cobbler-ready;cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/testutils,2016
5003,[stitch] pkg/testutils: DiffTest validation and error reporting (srd001-testutils R1.2-R1.4),CLOSED,2026-04-19T15:37:04+00:00,2026-04-19T15:39:17+00:00,0.0369,cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/testutils,1771
5002,[measure] generation-gh-4994-run43 #5002,CLOSED,2026-04-19T15:35:08+00:00,2026-04-19T15:37:25+00:00,0.0381,cobbler-gen-generation-gh-4994-run43,True,measure,generation-gh-4994-run43,False,False,,157
5001,[stitch] pkg/testutils: BuildBinary helper (srd001-testutils R4.1-R4.4),CLOSED,2026-04-19T15:26:20+00:00,2026-04-19T15:35:03+00:00,0.1453,cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/testutils,1748
5000,"[stitch] pkg/testutils: Env, WorkDir, ExpectedFiles, ComposeNormalizers, TimestampNormalizer (srd001-testutils R2.5-R2.6, R3.1-R3.6)",CLOSED,2026-04-19T15:26:19+00:00,2026-04-19T15:33:28+00:00,0.1192,cobbler-ready;cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/testutils,2016
4999,[stitch] pkg/testutils: RunDiffTests core execution and comparison (srd001-testutils R2.1-R2.4),CLOSED,2026-04-19T15:26:18+00:00,2026-04-19T15:31:07+00:00,0.0803,cobbler-ready;cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/testutils,2109
4998,"[stitch] pkg/testutils: DiffTest, NormalizeFunc, RunDiffTests, BuildBinary contract stubs (srd001-testutils)",CLOSED,2026-04-19T15:26:17+00:00,2026-04-19T15:27:50+00:00,0.0258,cobbler-ready;cobbler-gen-generation-gh-4994-run43,True,stitch,generation-gh-4994-run43,False,False,pkg/testutils,2235
4997,[measure] generation-gh-4994-run43 #4997,CLOSED,2026-04-19T15:25:09+00:00,2026-04-19T15:26:31+00:00,0.0228,cobbler-gen-generation-gh-4994-run43,True,measure,generation-gh-4994-run43,False,False,,157
4996,Recurring: Post-generation repository cleanup,CLOSED,2026-04-12T02:08:19+00:00,2026-05-13T19:45:44+00:00,761.6236,,False,,,False,True,,2926
4994,Recurring: Generate code from specifications (per-release),CLOSED,2026-04-12T01:50:26+00:00,2026-05-13T19:44:48+00:00,761.9061,,False,,,False,True,,1131
4992,[measure] generation-gh-4209-run42 #4992,CLOSED,2026-04-11T19:07:12+00:00,2026-04-11T19:07:32+00:00,0.0056,cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4991,[measure] generation-gh-4209-run42 #4991,CLOSED,2026-04-11T19:06:39+00:00,2026-04-11T19:07:05+00:00,0.0072,cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4990,[measure] generation-gh-4209-run42 #4990,CLOSED,2026-04-11T19:06:05+00:00,2026-04-11T19:06:30+00:00,0.0069,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4989,"[stitch] cmd/ptx -- srd111 R5.1, R5.2: differential tests and edge case coverage",CLOSED,2026-04-11T19:02:47+00:00,2026-04-11T19:05:59+00:00,0.0533,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ptx,2084
4988,[measure] generation-gh-4209-run42 #4988,CLOSED,2026-04-11T19:01:43+00:00,2026-04-11T19:02:57+00:00,0.0206,cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4987,"[stitch] cmd/ptx -- srd111 R4.1, R4.2: GNU compatibility and extended options",CLOSED,2026-04-11T18:46:07+00:00,2026-04-11T19:01:37+00:00,0.2583,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ptx,1540
4986,[stitch] cmd/ptx -- srd111 R3.1: input filtering and word break configuration,CLOSED,2026-04-11T18:46:06+00:00,2026-04-11T19:00:37+00:00,0.2419,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ptx,1442
4985,"[stitch] cmd/pr -- srd110 R5.1, R5.2: differential tests and edge case coverage",CLOSED,2026-04-11T18:46:05+00:00,2026-04-11T18:58:24+00:00,0.2053,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/pr,1460
4984,"[stitch] cmd/pr -- srd110 R4.1, R4.2, R4.3: page width, offset, and separator controls",CLOSED,2026-04-11T18:46:04+00:00,2026-04-11T18:55:38+00:00,0.1594,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/pr,1897
4983,[measure] generation-gh-4209-run42 #4983,CLOSED,2026-04-11T18:44:08+00:00,2026-04-11T18:46:24+00:00,0.0378,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4982,"[stitch] cmd/ptx -- srd111 R2.1, R2.2, R2.3: reference and output formatting options",CLOSED,2026-04-11T17:29:54+00:00,2026-04-11T18:44:02+00:00,1.2356,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ptx,2159
4981,[stitch] cmd/ptx -- srd111 R1.1: core keyword extraction and KWIC index output,CLOSED,2026-04-11T17:29:53+00:00,2026-04-11T18:19:10+00:00,0.8214,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ptx,2041
4980,[stitch] cmd/pr -- srd110 R3.1: line numbering,CLOSED,2026-04-11T17:29:51+00:00,2026-04-11T18:02:43+00:00,0.5478,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/pr,1760
4979,"[stitch] cmd/pr -- srd110 R2.1, R2.2, R2.3: multi-column and merge modes",CLOSED,2026-04-11T17:29:50+00:00,2026-04-11T17:40:58+00:00,0.1856,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/pr,2139
4978,[measure] generation-gh-4209-run42 #4978,CLOSED,2026-04-11T17:27:15+00:00,2026-04-11T17:30:15+00:00,0.05,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4977,[stitch] cmd/pr -- srd110 R1.1: core page formatting and output,CLOSED,2026-04-11T17:06:51+00:00,2026-04-11T17:27:09+00:00,0.3383,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/pr,1513
4976,[stitch] cmd/ptx (contract) -- srd111: exported types and function signatures,CLOSED,2026-04-11T17:06:50+00:00,2026-04-11T17:13:43+00:00,0.1147,cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ptx,2223
4975,[stitch] cmd/pr (contract) -- srd110: exported types and function signatures,CLOSED,2026-04-11T17:06:49+00:00,2026-04-11T17:11:19+00:00,0.075,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/pr,2191
4974,"[stitch] cmd/stty -- srd105 R7.1, R7.2, R7.3: remaining stty feature group",CLOSED,2026-04-11T17:06:48+00:00,2026-04-11T17:09:26+00:00,0.0439,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/stty,1753
4973,[measure] generation-gh-4209-run42 #4973,CLOSED,2026-04-11T17:04:49+00:00,2026-04-11T17:07:06+00:00,0.0381,cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4972,"[stitch] cmd/stty -- srd105 R4.1, R5.1, R6.1, R6.2: terminal settings modification and flag groups",CLOSED,2026-04-11T15:34:40+00:00,2026-04-11T17:04:43+00:00,1.5008,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/stty,2378
4971,"[stitch] cmd/stty -- srd105 R1.1, R2.1, R3.1, R3.2: basic terminal queries and readable display",CLOSED,2026-04-11T15:34:39+00:00,2026-04-11T16:47:24+00:00,1.2125,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/stty,2346
4970,[stitch] cmd/stty (contract) -- srd105: exported types and function signatures,CLOSED,2026-04-11T15:34:38+00:00,2026-04-11T15:42:38+00:00,0.1333,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/stty,2064
4969,"[stitch] cmd/ts -- srd004 R9.2, R10.1-R10.3: feature group 9 completion and group 10",CLOSED,2026-04-11T15:34:37+00:00,2026-04-11T15:41:06+00:00,0.1081,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ts,2104
4968,[measure] generation-gh-4209-run42 #4968,CLOSED,2026-04-11T15:32:34+00:00,2026-04-11T15:34:54+00:00,0.0389,cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4967,"[stitch] cmd/ts -- srd004 R7.3, R8.1-R8.2, R9.1: feature group 7 completion, group 8, and group 9 start",CLOSED,2026-04-11T15:02:58+00:00,2026-04-11T15:32:26+00:00,0.4911,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ts,2074
4966,"[stitch] cmd/ts -- srd004 R6.1-R6.2, R7.1-R7.2: feature groups 6 and 7 start",CLOSED,2026-04-11T15:02:56+00:00,2026-04-11T15:29:29+00:00,0.4425,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ts,2075
4965,"[stitch] cmd/ts -- srd004 R4.3, R5.1-R5.3: feature group 4 completion and group 5",CLOSED,2026-04-11T15:02:55+00:00,2026-04-11T15:13:01+00:00,0.1683,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ts,2075
4964,"[stitch] cmd/ts -- srd004 R3.3-R3.4, R4.1-R4.2: feature group 3 completion and group 4 start",CLOSED,2026-04-11T15:02:54+00:00,2026-04-11T15:08:43+00:00,0.0969,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ts,2065
4963,[measure] generation-gh-4209-run42 #4963,CLOSED,2026-04-11T15:01:16+00:00,2026-04-11T15:03:12+00:00,0.0322,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4962,"[stitch] cmd/ts -- srd004 R2.3-R2.4, R3.1-R3.2: additional format modes and feature group 3",CLOSED,2026-04-11T14:38:51+00:00,2026-04-11T15:01:09+00:00,0.3717,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ts,2120
4961,"[stitch] cmd/ts -- srd004 R1.5-R1.6, R2.1-R2.2: extended core and format options",CLOSED,2026-04-11T14:38:50+00:00,2026-04-11T14:56:00+00:00,0.2861,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ts,2114
4960,[stitch] cmd/ts -- srd004 R1.1-R1.4: core ts implementation with stdin timestamping,CLOSED,2026-04-11T14:38:49+00:00,2026-04-11T14:47:09+00:00,0.1389,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/ts,2420
4959,[stitch] cmd/vidir -- srd114 R2.1-R2.2: error handling and edge cases,CLOSED,2026-04-11T14:38:48+00:00,2026-04-11T14:42:40+00:00,0.0644,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/vidir,1985
4958,[measure] generation-gh-4209-run42 #4958,CLOSED,2026-04-11T14:35:35+00:00,2026-04-11T14:39:08+00:00,0.0592,cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4957,[stitch] cmd/vidir -- srd114 R1.1-R1.4: core vidir implementation with directory listing and editor integration,CLOSED,2026-04-11T14:16:19+00:00,2026-04-11T14:35:29+00:00,0.3194,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/vidir,2565
4956,[stitch] cmd/pee -- srd113 R2.1-R2.2: error handling and exit code aggregation,CLOSED,2026-04-11T14:16:18+00:00,2026-04-11T14:26:49+00:00,0.1753,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/pee,1655
4955,[stitch] cmd/pee -- srd113 R1.1-R1.3: core pee implementation with stdin teeing to multiple pipe commands,CLOSED,2026-04-11T14:16:17+00:00,2026-04-11T14:23:22+00:00,0.1181,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/pee,2167
4954,"[stitch] cmd/chronic -- srd112 R2.1-R2.3: verbose mode, exit code propagation, and error reporting",CLOSED,2026-04-11T14:16:16+00:00,2026-04-11T14:21:50+00:00,0.0928,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/chronic,2190
4953,[measure] generation-gh-4209-run42 #4953,CLOSED,2026-04-11T14:14:07+00:00,2026-04-11T14:16:35+00:00,0.0411,cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4952,[stitch] cmd/chronic -- srd112 R1.1-R1.3: core chronic implementation with output suppression,CLOSED,2026-04-11T13:39:32+00:00,2026-04-11T14:03:07+00:00,0.3931,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/chronic,2279
4951,[stitch] cmd/dircolors -- srd109 R3.4-R3.5: error handling and edge cases,CLOSED,2026-04-11T13:39:31+00:00,2026-04-11T14:14:01+00:00,0.575,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/dircolors,1804
4950,"[stitch] cmd/dircolors -- srd109 R2.5, R3.1-R3.3: custom database file parsing and TERM matching",CLOSED,2026-04-11T13:39:30+00:00,2026-04-11T13:53:31+00:00,0.2336,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/dircolors,2176
4949,[stitch] cmd/dircolors -- srd109 R2.1-R2.4: shell output formats and print-database,CLOSED,2026-04-11T13:39:29+00:00,2026-04-11T13:47:41+00:00,0.1367,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/dircolors,2298
4948,[measure] generation-gh-4209-run42 #4948,CLOSED,2026-04-11T13:36:36+00:00,2026-04-11T13:39:49+00:00,0.0536,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4947,[stitch] cmd/dircolors -- srd109 R1.1-R1.4: core dircolors database and default output,CLOSED,2026-04-11T13:22:32+00:00,2026-04-11T13:36:27+00:00,0.2319,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/dircolors,1988
4946,"[stitch] cmd/vdir -- srd108 R1.6, R2.4: differential testing against gvdir reference binary",CLOSED,2026-04-11T13:22:31+00:00,2026-04-11T13:34:14+00:00,0.1953,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/vdir,2031
4945,"[stitch] cmd/vdir -- srd108 R1.5, R2.1-R2.3: sorting, exit codes, and error handling",CLOSED,2026-04-11T13:22:30+00:00,2026-04-11T13:32:09+00:00,0.1608,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/vdir,1897
4944,[stitch] cmd/vdir -- srd108 R1.1-R1.4: core vdir listing as ls -l -b equivalent,CLOSED,2026-04-11T13:22:29+00:00,2026-04-11T13:29:02+00:00,0.1092,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/vdir,2140
4943,[measure] generation-gh-4209-run42 #4943,CLOSED,2026-04-11T13:20:15+00:00,2026-04-11T13:22:47+00:00,0.0422,cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4942,[stitch] cmd/dir -- srd107 R2.4: differential testing against gdir reference binary,CLOSED,2026-04-11T13:00:00+00:00,2026-04-11T13:20:09+00:00,0.3358,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/dir,1914
4941,"[stitch] cmd/dir -- srd107 R1.5, R2.1-R2.3: sorting, exit codes, and error handling",CLOSED,2026-04-11T12:59:59+00:00,2026-04-11T13:17:59+00:00,0.3,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/dir,2289
4940,[stitch] cmd/dir -- srd107 R1.1-R1.4: core directory listing as ls -C -b equivalent,CLOSED,2026-04-11T12:59:58+00:00,2026-04-11T13:13:46+00:00,0.23,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/dir,2256
4939,[stitch] cmd/df -- srd106 R4.2-R4.3: inode display and overall output formatting,CLOSED,2026-04-11T12:59:57+00:00,2026-04-11T13:04:15+00:00,0.0717,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/df,2052
4938,[measure] generation-gh-4209-run42 #4938,CLOSED,2026-04-11T12:57:31+00:00,2026-04-11T13:00:17+00:00,0.0461,cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4937,"[stitch] cmd/df -- srd106 R3.5-R3.7, R4.1: filesystem filtering, POSIX output, and error handling",CLOSED,2026-04-11T12:05:23+00:00,2026-04-11T12:57:24+00:00,0.8669,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/df,2530
4936,"[stitch] cmd/df -- srd106 R3.1-R3.4: human-readable sizes, SI units, block size, and type display",CLOSED,2026-04-11T12:05:22+00:00,2026-04-11T12:52:46+00:00,0.79,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/df,2423
4935,"[stitch] cmd/df -- srd106 R1.5, R2.1-R2.3: argument handling, file-to-filesystem mapping, and output control",CLOSED,2026-04-11T12:05:20+00:00,2026-04-11T12:35:44+00:00,0.5067,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/df,2326
4934,[stitch] cmd/df -- srd106 R1.1-R1.4: core filesystem usage data collection and default output,CLOSED,2026-04-11T12:05:19+00:00,2026-04-11T12:22:56+00:00,0.2936,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/df,2541
4933,[measure] generation-gh-4209-run42 #4933,CLOSED,2026-04-11T12:01:36+00:00,2026-04-11T12:05:35+00:00,0.0664,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4932,"[stitch] cmd/test -- srd104 R3.1-R3.2, R4.1-R4.2: file test operators and error handling with extended differential tests",CLOSED,2026-04-11T11:33:11+00:00,2026-04-11T12:01:31+00:00,0.4722,cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/test,3019
4931,"[stitch] cmd/test -- srd104 R1.1-R1.2, R2.1-R2.2: core expression evaluation with string and integer operations",CLOSED,2026-04-11T11:33:10+00:00,2026-04-11T11:48:37+00:00,0.2575,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/test,2811
4930,[stitch] cmd/pathchk -- srd103 R2.1-R2.3: error handling and extended differential tests,CLOSED,2026-04-11T11:33:09+00:00,2026-04-11T11:45:24+00:00,0.2042,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/pathchk,2117
4929,[measure] generation-gh-4209-run42 #4929,CLOSED,2026-04-11T11:31:02+00:00,2026-04-11T11:33:25+00:00,0.0397,cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4928,[stitch] cmd/pathchk -- srd103 R1.1-R1.4: core pathname checking with POSIX validation,CLOSED,2026-04-11T11:05:30+00:00,2026-04-11T11:30:54+00:00,0.4233,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/pathchk,2175
4927,[stitch] cmd/tsort -- srd102 R2.1-R2.3: error handling and extended differential tests,CLOSED,2026-04-11T11:05:29+00:00,2026-04-11T11:27:29+00:00,0.3667,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/tsort,1771
4926,[stitch] cmd/tsort -- srd102 R1.1-R1.4: core topological sort with input parsing,CLOSED,2026-04-11T11:05:28+00:00,2026-04-11T11:23:34+00:00,0.3017,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/tsort,2161
4925,[stitch] cmd/install -- srd101 R3.1-R3.3: error handling and differential tests,CLOSED,2026-04-11T11:05:27+00:00,2026-04-11T11:09:02+00:00,0.0597,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/install,1914
4924,[measure] generation-gh-4209-run42 #4924,CLOSED,2026-04-11T11:03:31+00:00,2026-04-11T11:05:45+00:00,0.0372,cobbler-gen-generation-gh-4209-run42,True,measure,generation-gh-4209-run42,False,False,,157
4923,[stitch] cmd/install -- srd101 R2.1-R2.4: directory creation and backup modes,CLOSED,2026-04-11T10:43:28+00:00,2026-04-11T11:03:25+00:00,0.3325,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/install,2128
4922,[stitch] cmd/install -- srd101 R1.1-R1.4: core file copy with mode and ownership,CLOSED,2026-04-11T10:43:27+00:00,2026-04-11T11:00:39+00:00,0.2867,cobbler-ready;cobbler-gen-generation-gh-4209-run42,True,stitch,generation-gh-4209-run42,False,False,cmd/install,2167
