task_id,git_commit_count,final_target,final_srd_id,total_cost_usd,total_duration_s,total_tokens_input,productive_commits,zero_loc_commits,git_wasted_cost_proxy,first_commit_at,last_commit_at,span_hours
1219,1,cmd/printenv,srd040,0.5587,63,421095,1,0,0.0,2026-03-14T01:41:32+00:00,2026-03-14T01:41:32+00:00,0.0
1221,1,cmd/printenv,srd040,0.5911,62,519466,1,0,0.0,2026-03-14T01:43:27+00:00,2026-03-14T01:43:27+00:00,0.0
1223,2,cmd/groups,srd043,0.9973,132,702920,1,1,0.3607,2026-03-14T01:46:29+00:00,2026-03-14T01:46:29+00:00,0.0
1229,1,cmd/id,srd041,0.7478,118,646929,1,0,0.0,2026-03-14T01:53:45+00:00,2026-03-14T01:53:45+00:00,0.0
1231,1,cmd/id,srd041,0.9342,148,757796,1,0,0.0,2026-03-14T01:57:27+00:00,2026-03-14T01:57:27+00:00,0.0
1233,2,cmd/id,srd041,1.4524,283,1054568,1,1,0.5791,2026-03-14T02:01:22+00:00,2026-03-14T02:01:22+00:00,0.0
1237,1,cmd/whoami,srd042,0.4017,33,241835,1,0,0.0,2026-03-14T02:06:49+00:00,2026-03-14T02:06:49+00:00,0.0
1239,1,cmd/whoami,srd042,0.4768,74,258221,1,0,0.0,2026-03-14T02:09:38+00:00,2026-03-14T02:09:38+00:00,0.0
1244,1,cmd/sort,srd053,0.6361,104,340304,1,0,0.0,2026-03-14T02:34:16+00:00,2026-03-14T02:34:16+00:00,0.0
1246,1,cmd/sort,srd053,1.1359,110,1187434,1,0,0.0,2026-03-14T02:37:43+00:00,2026-03-14T02:37:43+00:00,0.0
1248,1,cmd/sort,srd053,2.0708,548,1392016,1,0,0.0,2026-03-14T02:48:13+00:00,2026-03-14T02:48:13+00:00,0.0
1250,1,cmd/sort,srd053,1.9628,524,1375385,1,0,0.0,2026-03-14T02:58:20+00:00,2026-03-14T02:58:20+00:00,0.0
1252,1,cmd/sort,srd053,3.4839,349,5008103,1,0,0.0,2026-03-14T03:06:01+00:00,2026-03-14T03:06:01+00:00,0.0
1254,1,cmd/tail,srd055,1.6161,207,1796240,1,0,0.0,2026-03-14T03:11:17+00:00,2026-03-14T03:11:17+00:00,0.0
1256,1,cmd/tail,srd055,0.9416,149,801723,1,0,0.0,2026-03-14T03:15:41+00:00,2026-03-14T03:15:41+00:00,0.0
1258,1,cmd/tail,srd055,0.5311,74,285467,1,0,0.0,2026-03-14T03:18:16+00:00,2026-03-14T03:18:16+00:00,0.0
1260,1,cmd/tail,srd055,1.2944,225,1271786,1,0,0.0,2026-03-14T03:23:30+00:00,2026-03-14T03:23:30+00:00,0.0
1262,1,cmd/tr,srd054,1.2619,253,920366,1,0,0.0,2026-03-14T03:29:09+00:00,2026-03-14T03:29:09+00:00,0.0
1264,1,cmd/tr,srd054,1.462,254,1479463,1,0,0.0,2026-03-14T03:34:46+00:00,2026-03-14T03:34:46+00:00,0.0
1266,1,cmd/tr,srd054,0.9397,148,700048,1,0,0.0,2026-03-14T03:39:00+00:00,2026-03-14T03:39:00+00:00,0.0
1268,1,cmd/tr,srd054,1.5029,169,1719136,1,0,0.0,2026-03-14T03:43:00+00:00,2026-03-14T03:43:00+00:00,0.0
1270,1,cmd/cp,srd056,1.3322,193,1472445,1,0,0.0,2026-03-14T03:47:37+00:00,2026-03-14T03:47:37+00:00,0.0
1272,1,cmd/cp,srd056,1.303,311,674504,1,0,0.0,2026-03-14T03:54:07+00:00,2026-03-14T03:54:07+00:00,0.0
1274,1,cmd/cp,srd056,1.8913,254,1969662,1,0,0.0,2026-03-14T03:59:40+00:00,2026-03-14T03:59:40+00:00,0.0
1276,1,cmd/cp,srd056,1.5108,226,1403816,1,0,0.0,2026-03-14T04:05:03+00:00,2026-03-14T04:05:03+00:00,0.0
1278,1,cmd/mv,srd057,1.6628,285,1371593,1,0,0.0,2026-03-14T04:11:39+00:00,2026-03-14T04:11:39+00:00,0.0
1280,1,cmd/mv,srd057,1.6101,326,1238527,1,0,0.0,2026-03-14T04:18:14+00:00,2026-03-14T04:18:14+00:00,0.0
1282,1,cmd/mv,srd057,1.5059,327,1025673,1,0,0.0,2026-03-14T04:24:56+00:00,2026-03-14T04:24:56+00:00,0.0
1284,1,cmd/mv,srd057,1.157,139,914255,1,0,0.0,2026-03-14T04:28:31+00:00,2026-03-14T04:28:31+00:00,0.0
1286,1,cmd/rm,srd058,1.08,196,759330,1,0,0.0,2026-03-14T04:33:06+00:00,2026-03-14T04:33:06+00:00,0.0
1288,1,cmd/rm,srd058,1.4888,444,521386,1,0,0.0,2026-03-14T04:41:32+00:00,2026-03-14T04:41:32+00:00,0.0
1290,1,cmd/rm,srd058,1.8183,571,716202,1,0,0.0,2026-03-14T04:52:39+00:00,2026-03-14T04:52:39+00:00,0.0
1292,1,cmd/rm,srd058,1.1599,134,1035646,1,0,0.0,2026-03-14T04:56:00+00:00,2026-03-14T04:56:00+00:00,0.0
1301,1,pkg/testutils,srd001,0.672,93,538905,1,0,0.0,2026-03-15T02:00:39+00:00,2026-03-15T02:00:39+00:00,0.0
1303,1,pkg/testutils,srd001,0.784,174,779771,1,0,0.0,2026-03-15T02:07:20+00:00,2026-03-15T02:07:20+00:00,0.0
1305,1,pkg/testutils,srd001,0.7847,103,731898,1,0,0.0,2026-03-15T02:21:20+00:00,2026-03-15T02:21:20+00:00,0.0
1307,1,pkg/testutils,srd001,0.8888,118,801950,1,0,0.0,2026-03-15T02:25:30+00:00,2026-03-15T02:25:30+00:00,0.0
1309,1,pkg/testutils,srd001,0.7155,138,404823,1,0,0.0,2026-03-15T02:29:29+00:00,2026-03-15T02:29:29+00:00,0.0
1311,1,pkg/testutils,srd001,0.8891,156,615852,1,0,0.0,2026-03-15T02:33:35+00:00,2026-03-15T02:33:35+00:00,0.0
1313,1,pkg/testutils,srd001,0.7326,116,647285,1,0,0.0,2026-03-15T02:36:58+00:00,2026-03-15T02:36:58+00:00,0.0
1315,1,pkg/sys,srd002,0.4226,68,213824,1,0,0.0,2026-03-15T02:41:53+00:00,2026-03-15T02:41:53+00:00,0.0
1317,1,pkg/sys,srd002,0.4447,67,343213,1,0,0.0,2026-03-15T02:44:15+00:00,2026-03-15T02:44:15+00:00,0.0
1319,2,pkg/sys,srd002,0.7555,117,436039,1,1,0.3246,2026-03-15T02:46:45+00:00,2026-03-15T02:46:45+00:00,0.0
1325,1,pkg/format,srd003,0.4108,72,263849,1,0,0.0,2026-03-15T02:53:04+00:00,2026-03-15T02:53:04+00:00,0.0
1333,1,pkg/testutils,srd001,0.4715,44,234182,1,0,0.0,2026-03-15T03:18:37+00:00,2026-03-15T03:18:37+00:00,0.0
1335,1,pkg/testutils,srd001,0.5102,54,242490,1,0,0.0,2026-03-15T03:20:59+00:00,2026-03-15T03:20:59+00:00,0.0
1337,1,pkg/testutils,srd001,0.4884,42,247908,1,0,0.0,2026-03-15T03:23:39+00:00,2026-03-15T03:23:39+00:00,0.0
1339,1,pkg/testutils,srd001,0.8323,118,534263,1,0,0.0,2026-03-15T03:26:59+00:00,2026-03-15T03:26:59+00:00,0.0
1342,1,pkg/testutils,srd001,1.1434,354,379046,1,0,0.0,2026-03-15T03:41:33+00:00,2026-03-15T03:41:33+00:00,0.0
1344,1,pkg/testutils,srd001,1.0833,157,867167,1,0,0.0,2026-03-15T03:48:30+00:00,2026-03-15T03:48:30+00:00,0.0
1346,1,pkg/testutils,srd001,0.753,115,506505,1,0,0.0,2026-03-15T03:50:37+00:00,2026-03-15T03:50:37+00:00,0.0
1348,1,pkg/sys,srd002,0.7119,101,344682,1,0,0.0,2026-03-15T03:52:31+00:00,2026-03-15T03:52:31+00:00,0.0
1350,1,pkg/sys,srd002,0.6122,58,344017,1,0,0.0,2026-03-15T03:57:36+00:00,2026-03-15T03:57:36+00:00,0.0
1354,1,pkg/sys,srd002,0.6297,104,312228,1,0,0.0,2026-03-15T04:02:21+00:00,2026-03-15T04:02:21+00:00,0.0
1356,1,pkg/sys,srd002,0.5652,76,247424,1,0,0.0,2026-03-15T04:03:48+00:00,2026-03-15T04:03:48+00:00,0.0
1359,1,pkg/sys,srd002,0.69,71,431792,1,0,0.0,2026-03-15T04:10:38+00:00,2026-03-15T04:10:38+00:00,0.0
1361,1,pkg/format,srd003,0.5839,67,358777,1,0,0.0,2026-03-15T04:11:59+00:00,2026-03-15T04:11:59+00:00,0.0
1363,1,pkg/format,srd003,0.6321,72,374489,1,0,0.0,2026-03-15T04:13:22+00:00,2026-03-15T04:13:22+00:00,0.0
1365,1,pkg/format,srd003,0.8889,111,639304,1,0,0.0,2026-03-15T04:18:41+00:00,2026-03-15T04:18:41+00:00,0.0
1367,1,pkg/format,srd003,0.917,121,742013,1,0,0.0,2026-03-15T04:22:57+00:00,2026-03-15T04:22:57+00:00,0.0
1370,1,pkg/format,srd003,1.0331,184,813901,1,0,0.0,2026-03-15T04:27:55+00:00,2026-03-15T04:27:55+00:00,0.0
1372,1,cmd/version,srd059,0.8046,113,667614,1,0,0.0,2026-03-15T04:29:59+00:00,2026-03-15T04:29:59+00:00,0.0
1374,1,cmd/true,srd013,0.8206,108,667485,1,0,0.0,2026-03-15T04:32:01+00:00,2026-03-15T04:32:01+00:00,0.0
1376,1,cmd/cat,srd006,0.5617,43,408995,1,0,0.0,2026-03-15T04:37:06+00:00,2026-03-15T04:37:06+00:00,0.0
1380,1,cmd/cat,srd006,1.4958,384,1044560,1,0,0.0,2026-03-15T04:48:45+00:00,2026-03-15T04:48:45+00:00,0.0
1384,1,cmd/cat,srd006,1.2551,224,938549,1,0,0.0,2026-03-15T04:56:47+00:00,2026-03-15T04:56:47+00:00,0.0
1388,1,cmd/cat,srd006,1.4236,226,1327757,1,0,0.0,2026-03-15T05:05:34+00:00,2026-03-15T05:05:34+00:00,0.0
1392,1,cmd/cat,srd006,0.763,69,565369,1,0,0.0,2026-03-15T05:12:10+00:00,2026-03-15T05:12:10+00:00,0.0
1414,1,pkg/testutils,srd001,0.575,59,369705,1,0,0.0,2026-03-15T18:42:29+00:00,2026-03-15T18:42:29+00:00,0.0
1416,1,pkg/testutils,srd001,0.584,61,320938,1,0,0.0,2026-03-15T18:44:56+00:00,2026-03-15T18:44:56+00:00,0.0
1418,2,pkg/testutils,srd001,1.1272,123,593068,1,1,0.4896,2026-03-15T18:47:43+00:00,2026-03-15T18:47:43+00:00,0.0
1422,1,pkg/testutils,srd001,0.6942,70,468352,1,0,0.0,2026-03-15T18:54:57+00:00,2026-03-15T18:54:57+00:00,0.0
1424,1,pkg/testutils,srd001,0.8909,145,703934,1,0,0.0,2026-03-15T18:58:28+00:00,2026-03-15T18:58:28+00:00,0.0
1427,1,pkg/testutils,srd001,1.4154,197,1409515,1,0,0.0,2026-03-15T19:03:58+00:00,2026-03-15T19:03:58+00:00,0.0
1429,1,pkg/sys,srd002,0.8067,132,360664,1,0,0.0,2026-03-15T19:20:44+00:00,2026-03-15T19:20:44+00:00,0.0
1432,1,pkg/sys,srd002,0.7492,91,518365,1,0,0.0,2026-03-15T19:23:42+00:00,2026-03-15T19:23:42+00:00,0.0
1435,1,pkg/sys,srd002,0.6566,124,390690,1,0,0.0,2026-03-15T19:26:57+00:00,2026-03-15T19:26:57+00:00,0.0
1438,1,pkg/sys,srd002,0.8688,140,565898,0,1,0.8688,2026-03-15T22:21:51+00:00,2026-03-15T22:21:51+00:00,0.0
1441,1,pkg/sys,srd002,0.7557,98,443596,1,0,0.0,2026-03-15T22:25:15+00:00,2026-03-15T22:25:15+00:00,0.0
1444,1,pkg/format,srd003,0.5162,43,295266,1,0,0.0,2026-03-15T22:27:14+00:00,2026-03-15T22:27:14+00:00,0.0
1447,1,pkg/format,srd003,0.5975,72,317866,1,0,0.0,2026-03-15T22:29:31+00:00,2026-03-15T22:29:31+00:00,0.0
1450,2,pkg/format,srd003,1.5041,166,961339,1,1,0.7313,2026-03-15T22:32:22+00:00,2026-03-15T22:32:22+00:00,0.0
1456,1,pkg/format,srd003,0.7972,124,502690,1,0,0.0,2026-03-15T22:53:16+00:00,2026-03-15T22:53:16+00:00,0.0
1459,1,cmd/version,srd059,0.6495,80,494044,1,0,0.0,2026-03-15T22:55:42+00:00,2026-03-15T22:55:42+00:00,0.0
1462,1,cmd/cat,srd006,0.5207,40,307337,1,0,0.0,2026-03-15T22:57:31+00:00,2026-03-15T22:57:31+00:00,0.0
1465,1,cmd/version,srd059,0.7633,192,451849,1,0,0.0,2026-03-15T23:03:23+00:00,2026-03-15T23:03:23+00:00,0.0
1468,1,cmd/cat,srd006,0.9341,128,688953,1,0,0.0,2026-03-15T23:06:39+00:00,2026-03-15T23:06:39+00:00,0.0
1471,1,cmd/cat,srd006,1.1875,153,1074915,1,0,0.0,2026-03-15T23:10:23+00:00,2026-03-15T23:10:23+00:00,0.0
1474,1,cmd/cat,srd006,1.5195,223,1465077,1,0,0.0,2026-03-15T23:46:23+00:00,2026-03-15T23:46:23+00:00,0.0
1477,1,cmd/cat,srd006,0.5749,41,342315,1,0,0.0,2026-03-15T23:49:01+00:00,2026-03-15T23:49:01+00:00,0.0
1480,1,cmd/cat,srd006,1.9633,500,1614980,1,0,0.0,2026-03-15T23:59:06+00:00,2026-03-15T23:59:06+00:00,0.0
1483,1,cmd/cat,srd006,1.0119,198,836044,1,0,0.0,2026-03-16T00:04:13+00:00,2026-03-16T00:04:13+00:00,0.0
1486,1,cmd/sponge,srd007,1.1506,237,656463,1,0,0.0,2026-03-16T00:09:41+00:00,2026-03-16T00:09:41+00:00,0.0
1489,1,cmd/sponge,srd007,0.9298,154,633076,1,0,0.0,2026-03-16T00:13:58+00:00,2026-03-16T00:13:58+00:00,0.0
1492,1,cmd/sponge,srd007,1.3278,307,862214,1,0,0.0,2026-03-16T00:20:26+00:00,2026-03-16T00:20:26+00:00,0.0
1495,1,cmd/sponge,srd007,0.983,130,710134,1,0,0.0,2026-03-16T00:24:09+00:00,2026-03-16T00:24:09+00:00,0.0
1498,1,cmd/sponge,srd007,1.2817,285,711149,1,0,0.0,2026-03-16T00:31:02+00:00,2026-03-16T00:31:02+00:00,0.0
1501,1,cmd/sponge,srd007,1.122,195,760950,1,0,0.0,2026-03-16T00:36:15+00:00,2026-03-16T00:36:15+00:00,0.0
1504,2,cmd/du,srd009,2.9979,734,1861631,1,1,0.611,2026-03-16T00:48:38+00:00,2026-03-16T00:48:38+00:00,0.0
1512,1,cmd/du,srd009,1.1556,156,1100107,1,0,0.0,2026-03-16T00:55:55+00:00,2026-03-16T00:55:55+00:00,0.0
1515,1,cmd/du,srd009,1.8694,348,1873762,1,0,0.0,2026-03-16T01:03:34+00:00,2026-03-16T01:03:34+00:00,0.0
1518,1,cmd/du,srd009,3.0702,469,3888227,1,0,0.0,2026-03-16T01:12:34+00:00,2026-03-16T01:12:34+00:00,0.0
1521,1,cmd/true,srd013,0.9407,77,843799,1,0,0.0,2026-03-16T01:15:39+00:00,2026-03-16T01:15:39+00:00,0.0
1524,2,cmd/true,srd013,1.2991,163,839849,1,1,0.4729,2026-03-16T01:18:59+00:00,2026-03-16T01:18:59+00:00,0.0
1530,1,cmd/false,srd014,0.8921,169,538741,1,0,0.0,2026-03-16T01:24:36+00:00,2026-03-16T01:24:36+00:00,0.0
1533,1,cmd/false,srd014,1.2998,231,1300139,1,0,0.0,2026-03-16T01:29:53+00:00,2026-03-16T01:29:53+00:00,0.0
1536,1,cmd/false,srd014,0.9276,138,732780,1,0,0.0,2026-03-16T01:33:44+00:00,2026-03-16T01:33:44+00:00,0.0
1539,1,cmd/basename,srd015,0.5102,39,303504,1,0,0.0,2026-03-16T01:35:29+00:00,2026-03-16T01:35:29+00:00,0.0
1542,1,cmd/basename,srd015,0.8086,103,595566,1,0,0.0,2026-03-16T01:38:40+00:00,2026-03-16T01:38:40+00:00,0.0
1545,1,cmd/basename,srd015,0.6273,80,394455,1,0,0.0,2026-03-16T01:41:30+00:00,2026-03-16T01:41:30+00:00,0.0
1548,1,cmd/basename,srd015,0.9174,83,762022,1,0,0.0,2026-03-16T01:44:27+00:00,2026-03-16T01:44:27+00:00,0.0
1551,1,cmd/dirname,srd016,0.6775,103,342013,1,0,0.0,2026-03-16T01:47:50+00:00,2026-03-16T01:47:50+00:00,0.0
1554,1,cmd/dirname,srd016,0.6457,93,408962,1,0,0.0,2026-03-16T01:56:57+00:00,2026-03-16T01:56:57+00:00,0.0
1557,2,cmd/dirname,srd016,1.2802,147,807511,1,1,0.53,2026-03-16T02:01:00+00:00,2026-03-16T02:01:00+00:00,0.0
1563,1,cmd/yes,srd012,1.0771,171,1013602,1,0,0.0,2026-03-16T02:07:03+00:00,2026-03-16T02:07:03+00:00,0.0
1566,1,cmd/yes,srd012,1.1541,296,1185484,1,0,0.0,2026-03-16T02:13:46+00:00,2026-03-16T02:13:46+00:00,0.0
1569,1,cmd/yes,srd012,0.8021,143,571301,1,0,0.0,2026-03-16T02:17:40+00:00,2026-03-16T02:17:40+00:00,0.0
1572,1,cmd/tee,srd017,1.0234,156,597669,1,0,0.0,2026-03-16T02:21:48+00:00,2026-03-16T02:21:48+00:00,0.0
1575,1,cmd/tee,srd017,0.798,96,553288,1,0,0.0,2026-03-16T02:24:31+00:00,2026-03-16T02:24:31+00:00,0.0
1578,1,cmd/tee,srd017,1.148,243,622804,1,0,0.0,2026-03-16T02:29:42+00:00,2026-03-16T02:29:42+00:00,0.0
1581,1,cmd/tee,srd017,1.1505,117,1074514,1,0,0.0,2026-03-16T02:33:03+00:00,2026-03-16T02:33:03+00:00,0.0
1584,1,cmd/head,srd018,2.1009,262,2204234,1,0,0.0,2026-03-16T02:38:54+00:00,2026-03-16T02:38:54+00:00,0.0
1587,1,cmd/head,srd018,0.8161,99,577519,1,0,0.0,2026-03-16T02:42:00+00:00,2026-03-16T02:42:00+00:00,0.0
1590,1,cmd/head,srd018,0.8221,144,519102,1,0,0.0,2026-03-16T02:45:36+00:00,2026-03-16T02:45:36+00:00,0.0
1593,2,cmd/head,srd018,1.5489,159,1064301,1,1,0.6034,2026-03-16T02:48:54+00:00,2026-03-16T02:48:54+00:00,0.0
1599,1,cmd/seq,srd019,1.7596,397,1289995,1,0,0.0,2026-03-16T02:59:53+00:00,2026-03-16T02:59:53+00:00,0.0
1602,1,cmd/seq,srd019,1.6592,500,526754,1,0,0.0,2026-03-16T03:09:55+00:00,2026-03-16T03:09:55+00:00,0.0
1605,1,cmd/seq,srd019,1.9663,309,1934540,1,0,0.0,2026-03-16T03:16:35+00:00,2026-03-16T03:16:35+00:00,0.0
1608,1,cmd/seq,srd019,0.9827,126,813274,1,0,0.0,2026-03-16T03:20:03+00:00,2026-03-16T03:20:03+00:00,0.0
1611,1,cmd/seq,srd019,0.7068,70,438550,1,0,0.0,2026-03-16T03:22:46+00:00,2026-03-16T03:22:46+00:00,0.0
1614,1,cmd/wc,srd005,2.8433,475,3232986,1,0,0.0,2026-03-16T03:31:50+00:00,2026-03-16T03:31:50+00:00,0.0
1617,1,cmd/wc,srd005,0.9511,145,746364,1,0,0.0,2026-03-16T03:36:13+00:00,2026-03-16T03:36:13+00:00,0.0
1620,1,cmd/wc,srd005,0.7036,86,430059,1,0,0.0,2026-03-16T03:39:24+00:00,2026-03-16T03:39:24+00:00,0.0
1623,1,cmd/uname,srd044,1.1401,156,1002068,1,0,0.0,2026-03-16T03:43:02+00:00,2026-03-16T03:43:02+00:00,0.0
1626,1,cmd/uname,srd044,2.0707,373,2409052,1,0,0.0,2026-03-16T03:50:22+00:00,2026-03-16T03:50:22+00:00,0.0
1629,1,cmd/wc,srd005,1.9009,200,2423923,1,0,0.0,2026-03-16T03:55:07+00:00,2026-03-16T03:55:07+00:00,0.0
1632,1,cmd/wc,srd005,1.633,199,1805511,1,0,0.0,2026-03-16T03:59:56+00:00,2026-03-16T03:59:56+00:00,0.0
1635,1,cmd/wc,srd005,0.8795,128,622568,1,0,0.0,2026-03-16T04:03:28+00:00,2026-03-16T04:03:28+00:00,0.0
1638,2,cmd/uname,srd044,2.7656,349,2969180,1,1,0.6559,2026-03-16T04:09:15+00:00,2026-03-16T04:09:15+00:00,0.0
1644,1,cmd/arch,srd045,0.6689,59,467517,1,0,0.0,2026-03-16T04:14:35+00:00,2026-03-16T04:14:35+00:00,0.0
1647,1,cmd/arch,srd045,0.6387,92,330930,1,0,0.0,2026-03-16T04:17:34+00:00,2026-03-16T04:17:34+00:00,0.0
1650,1,cmd/nproc,srd046,1.2868,183,1349653,1,0,0.0,2026-03-16T04:21:41+00:00,2026-03-16T04:21:41+00:00,0.0
1653,1,cmd/nproc,srd046,0.55,69,257585,1,0,0.0,2026-03-16T04:23:41+00:00,2026-03-16T04:23:41+00:00,0.0
1656,1,cmd/nproc,srd046,0.6332,86,334530,1,0,0.0,2026-03-16T04:26:11+00:00,2026-03-16T04:26:11+00:00,0.0
1659,2,cmd/hostname,srd047,1.0606,102,507159,1,1,0.5065,2026-03-16T04:27:53+00:00,2026-03-16T04:27:53+00:00,0.0
1665,1,cmd/hostid,srd048,0.8437,81,823173,1,0,0.0,2026-03-16T04:32:17+00:00,2026-03-16T04:32:17+00:00,0.0
1668,1,cmd/hostid,srd048,0.7673,92,611040,1,0,0.0,2026-03-16T04:34:49+00:00,2026-03-16T04:34:49+00:00,0.0
1671,1,cmd/ls,srd008,0.7299,65,511796,1,0,0.0,2026-03-16T04:37:38+00:00,2026-03-16T04:37:38+00:00,0.0
1674,1,cmd/ls,srd008,2.8021,739,2132235,1,0,0.0,2026-03-16T04:51:07+00:00,2026-03-16T04:51:07+00:00,0.0
1677,1,cmd/ls,srd008,1.4735,152,1542292,1,0,0.0,2026-03-16T04:54:47+00:00,2026-03-16T04:54:47+00:00,0.0
1680,2,cmd/ls,srd008,2.9119,629,1967637,1,1,0.7094,2026-03-16T05:05:24+00:00,2026-03-16T05:05:24+00:00,0.0
1686,1,cmd/ls,srd008,2.603,371,2732348,1,0,0.0,2026-03-16T05:15:50+00:00,2026-03-16T05:15:50+00:00,0.0
1689,1,cmd/ls,srd008,3.3512,796,3728996,1,0,0.0,2026-03-16T05:45:48+00:00,2026-03-16T05:45:48+00:00,0.0
1692,1,cmd/ls,srd008,1.6838,166,1889731,1,0,0.0,2026-03-16T05:50:05+00:00,2026-03-16T05:50:05+00:00,0.0
1695,1,cmd/ls,srd008,3.2802,539,3546202,1,0,0.0,2026-03-16T06:00:43+00:00,2026-03-16T06:00:43+00:00,0.0
1698,1,cmd/ls,srd008,3.69,588,4246177,1,0,0.0,2026-03-16T06:11:48+00:00,2026-03-16T06:11:48+00:00,0.0
1701,1,cmd/ls,srd008,1.2244,134,912488,1,0,0.0,2026-03-16T06:15:27+00:00,2026-03-16T06:15:27+00:00,0.0
1704,1,cmd/ls,srd008,2.7404,265,3577107,1,0,0.0,2026-03-16T06:21:31+00:00,2026-03-16T06:21:31+00:00,0.0
1707,1,cmd/ls,srd008,5.4986,789,7375171,1,0,0.0,2026-03-16T06:36:01+00:00,2026-03-16T06:36:01+00:00,0.0
1710,1,cmd/ls,srd008,1.5049,202,1341426,1,0,0.0,2026-03-16T06:40:34+00:00,2026-03-16T06:40:34+00:00,0.0
1713,1,cmd/ls,srd008,1.7838,149,1996248,1,0,0.0,2026-03-16T06:44:26+00:00,2026-03-16T06:44:26+00:00,0.0
1716,1,cmd/realpath,srd049,1.2161,154,1222517,1,0,0.0,2026-03-16T06:48:23+00:00,2026-03-16T06:48:23+00:00,0.0
1719,1,cmd/realpath,srd049,1.0037,207,567212,1,0,0.0,2026-03-16T06:53:07+00:00,2026-03-16T06:53:07+00:00,0.0
1722,1,cmd/realpath,srd049,1.4098,211,1410597,1,0,0.0,2026-03-16T06:58:10+00:00,2026-03-16T06:58:10+00:00,0.0
1725,1,cmd/realpath,srd049,0.8974,102,794394,1,0,0.0,2026-03-16T07:01:15+00:00,2026-03-16T07:01:15+00:00,0.0
1728,1,cmd/readlink,srd050,0.9257,130,717927,1,0,0.0,2026-03-16T07:04:28+00:00,2026-03-16T07:04:28+00:00,0.0
1731,1,cmd/readlink,srd050,1.3948,207,1308004,1,0,0.0,2026-03-16T07:09:07+00:00,2026-03-16T07:09:07+00:00,0.0
1734,1,cmd/readlink,srd050,1.5528,235,1703081,1,0,0.0,2026-03-16T07:14:37+00:00,2026-03-16T07:14:37+00:00,0.0
1737,1,cmd/readlink,srd050,1.1389,96,1129646,1,0,0.0,2026-03-16T07:17:43+00:00,2026-03-16T07:17:43+00:00,0.0
1740,1,cmd/pwd,srd051,0.8311,126,643781,1,0,0.0,2026-03-16T07:20:57+00:00,2026-03-16T07:20:57+00:00,0.0
1743,1,cmd/pwd,srd051,1.1038,152,952946,1,0,0.0,2026-03-16T07:24:36+00:00,2026-03-16T07:24:36+00:00,0.0
1746,2,cmd/tty,srd052,2.0377,317,1623191,1,1,0.5731,2026-03-16T07:30:17+00:00,2026-03-16T07:30:17+00:00,0.0
1755,1,cmd/logname,srd053,0.7463,46,478941,1,0,0.0,2026-03-16T07:36:20+00:00,2026-03-16T07:36:20+00:00,0.0
1758,1,cmd/logname,srd053,0.8998,139,753190,1,0,0.0,2026-03-16T07:40:23+00:00,2026-03-16T07:40:23+00:00,0.0
1761,1,cmd/logname,srd053,0.7783,113,546355,1,0,0.0,2026-03-16T07:43:53+00:00,2026-03-16T07:43:53+00:00,0.0
1764,1,cmd/echo,srd020,0.5237,63,313505,1,0,0.0,2026-03-16T07:46:34+00:00,2026-03-16T07:46:34+00:00,0.0
1767,1,cmd/echo,srd020,0.6884,87,447974,1,0,0.0,2026-03-16T07:49:11+00:00,2026-03-16T07:49:11+00:00,0.0
1770,1,cmd/echo,srd020,0.8806,166,804998,1,0,0.0,2026-03-16T07:53:34+00:00,2026-03-16T07:53:34+00:00,0.0
1773,1,cmd/echo,srd020,0.8259,107,631950,1,0,0.0,2026-03-16T07:56:48+00:00,2026-03-16T07:56:48+00:00,0.0
1776,1,cmd/tac,srd021,0.9044,119,669579,1,0,0.0,2026-03-16T07:59:59+00:00,2026-03-16T07:59:59+00:00,0.0
1781,1,cmd/tac,srd021,0.8985,160,495463,1,0,0.0,2026-03-16T08:04:10+00:00,2026-03-16T08:04:10+00:00,0.0
1784,1,cmd/tac,srd021,1.8013,285,2000769,1,0,0.0,2026-03-16T08:09:54+00:00,2026-03-16T08:09:54+00:00,0.0
1787,1,cmd/tac,srd021,0.9773,123,946827,1,0,0.0,2026-03-16T08:13:20+00:00,2026-03-16T08:13:20+00:00,0.0
1790,1,cmd/nl,srd022,1.2741,181,1201547,1,0,0.0,2026-03-16T08:17:52+00:00,2026-03-16T08:17:52+00:00,0.0
1793,1,cmd/nl,srd022,0.8028,103,550355,1,0,0.0,2026-03-16T08:21:03+00:00,2026-03-16T08:21:03+00:00,0.0
1796,1,cmd/nl,srd022,1.63,342,1389449,1,0,0.0,2026-03-16T08:28:06+00:00,2026-03-16T08:28:06+00:00,0.0
1799,1,cmd/nl,srd022,2.0648,477,2074074,1,0,0.0,2026-03-16T08:52:20+00:00,2026-03-16T08:52:20+00:00,0.0
1802,1,cmd/fold,srd023,0.7486,109,426958,1,0,0.0,2026-03-16T08:55:39+00:00,2026-03-16T08:55:39+00:00,0.0
1805,1,cmd/fold,srd023,1.7089,319,1754232,1,0,0.0,2026-03-16T09:02:28+00:00,2026-03-16T09:02:28+00:00,0.0
1808,1,cmd/fold,srd023,1.014,154,932318,1,0,0.0,2026-03-16T09:06:22+00:00,2026-03-16T09:06:22+00:00,0.0
1813,1,cmd/fold,srd023,0.7359,95,366807,1,0,0.0,2026-03-16T09:09:43+00:00,2026-03-16T09:09:43+00:00,0.0
1816,1,cmd/expand,srd024,0.9228,145,764114,1,0,0.0,2026-03-16T09:13:44+00:00,2026-03-16T09:13:44+00:00,0.0
